Date,Open,High Price,Low Price,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-January-2014,868.0,896.25,868.0,890.45,890.8815596080566,73480,3018,65461977.0,33304.0,45.32,28.25,22.45
03-February-2014,887.7,891.0,868.0,885.0,881.9638278984435,84485,4383,74512714.0,51501.0,60.96,23.0,-2.7
04-February-2014,880.0,898.8,847.0,854.3,854.7497885780364,115882,8299,99050115.0,45994.0,39.69,51.8,-25.7
05-February-2014,860.0,879.8,853.6,875.75,869.8111585833972,59918,3211,52117345.0,15779.0,26.33,26.2,15.75
06-February-2014,877.0,899.35,868.0,897.0,885.0238710194913,62335,3374,55167963.0,19053.0,30.57,31.35,20.0
07-February-2014,900.0,902.95,886.5,895.55,893.5162961238506,51546,2238,46057191.0,25788.0,50.03,16.45,-4.45
10-February-2014,896.0,902.0,886.7,895.25,893.4279266958424,29248,1785,26130980.0,11837.0,40.47,15.3,-0.75
11-February-2014,895.25,902.0,888.0,895.45,895.3220505055002,22453,1064,20102666.0,5858.0,26.09,14.0,0.2
12-February-2014,900.0,901.35,891.0,896.25,896.3302197802199,18200,912,16313210.0,3574.0,19.64,10.35,-3.75
13-February-2014,897.0,910.75,894.9,906.65,905.4849937722876,58609,2944,53069570.0,18450.0,31.48,15.85,9.65
14-February-2014,907.1,914.0,887.15,902.6,901.7031105335826,123130,5837,111026704.0,15005.0,12.19,26.85,-4.5
17-February-2014,902.6,936.0,897.85,928.15,918.652245597229,108568,5293,99736237.0,30489.0,28.08,38.15,25.55
18-February-2014,936.0,940.0,925.0,935.05,933.7124857998554,96830,4612,90411380.0,34945.0,36.09,15.0,-0.95
19-February-2014,937.0,947.25,936.0,940.55,941.6117437530356,55587,2633,52341372.0,17819.0,32.06,11.25,3.55
20-February-2014,938.0,941.5,926.5,929.6,933.9676371048382,52004,2089,48570053.0,14837.0,28.53,15.0,-8.4
21-February-2014,935.0,938.75,923.6,929.2,930.1570822778607,71453,1535,66462514.0,50494.0,70.67,15.15,-5.8
24-February-2014,930.0,945.4,929.3,942.9,941.6627939040757,54397,1956,51223631.0,21484.0,39.49,16.1,12.9
25-February-2014,945.05,949.95,935.65,943.55,942.9348065621938,65344,1944,61615132.0,34401.0,52.65,14.3,-1.5
26-February-2014,936.05,965.55,936.05,962.4,956.3859707856852,56753,3262,54277773.0,24162.0,42.57,29.5,26.35
28-February-2014,970.0,975.0,949.75,973.45,963.5918286212327,65399,3902,63017942.0,15401.0,23.55,25.25,3.45
03-March-2014,973.9,977.0,949.05,951.85,964.1621923217236,46599,2567,44928994.0,8595.0,18.44,27.95,-22.05
04-March-2014,956.55,965.45,944.85,955.75,955.9287162627713,50797,1833,48558311.0,23917.0,47.08,20.6,-0.8
05-March-2014,955.75,958.0,940.7,948.2,947.0588801571707,50900,2419,48205297.0,13030.0,25.6,17.3,-7.55
06-March-2014,951.0,961.0,948.9,955.05,954.8621684062197,61031,1977,58276193.0,25587.0,41.92,12.1,4.05
